Date,US.GOVT.B,US.GOVT.13,US.GOVT,US.AGG,GL.AGG.H,US.MBS,US.CORP,US.CORP.IND,US.CORP.FIN,US.CORP.UTIL,US.HY,EMD.USD,US.EQ,GL.EQ,AC.EQ,EM.EQ,HF.FOFD,HF.EVENT,HF.EQUITY,HF.RV,HF.MACRO,REIT,US.PE,GOLD,COMDTY
2002-05-31,163.88,350.8334,443.9075,1038.55,260.8321,1093.68,1229.72,1182.14,1269.82,1252.06,559.3,211.46,1067.14,967.85,232.82,346.28,3225.0398,5976.58,9352.7932,4793.0019,7295.6654,1663.909,17182.01,326.55,164.612
2002-06-28,164.14,353.8595,450.1662,1047.53,263.5455,1102.7,1229.84,1175.04,1279.57,1254.69,518.06,200.79,989.81,907.81,218.25,319.75,3196.7016,5748.2376,9106.701,4783.9258,7383.3379,1709.474,16704.78,314.45,167.805
2002-07-31,164.38,358.2336,460.7544,1060.17,266.3024,1115.32,1225.37,1178.12,1290.78,1157.25,495.43,191.7,911.62,830.55,199.73,294.62,3150.449,5498.2162,8748.837,4774.5339,7358.3379,1623.17,14633.57,303.55,166.896
2002-08-30,164.62,359.3359,470.4986,1078.07,270.1214,1124.09,1257.87,1213.11,1312.52,1214.06,509.56,205.73,916.07,830.58,199.85,298.89,3161.1111,5518.511,8773.6653,4807.1797,7404.6352,1622.776,14520.62,312.75,173.472
2002-09-30,164.88,362.3909,483.1682,1095.53,273.7467,1132.07,1281.86,1241.17,1334.56,1223.22,502.87,200.03,815.28,738.18,177.63,266.11,3149.451,5436.3853,8601.5794,4821.187,7473.6359,1558.643,13584.88,323.55,180.005
2002-10-31,165.12,363.2132,477.6681,1090.54,273.0486,1136.4,1264.65,1233.46,1312.48,1177.07,498.48,212.34,885.76,791.88,190.49,283.16,3140.4717,5474.5492,8649.3765,4841.1561,7350.6886,1487.432,14011.94,317.75,178.148
2002-11-29,165.37,362.0229,473.1126,1090.25,273.3774,1135.59,1284.42,1253.61,1328.57,1207.17,529.36,218.36,936.31,833.47,200.6,302.36,3166.3667,5634.6293,8880.3166,4895.2415,7316.6174,1554.814,15669.83,318.15,178.653
2002-12-31,165.56,365.5853,485.2583,1112.77,277.9982,1147.45,1323.64,1294.67,1366.67,1238.51,536.76,225.07,879.82,792.21,190.8,292.09,3190.4944,5649.054,8779.525,4929.2635,7566.4067,1572.605,14992.74,348.05,187.401
2003-01-31,165.74,365.4735,483.7278,1113.72,279.277,1150.25,1329.21,1297.47,1373.5,1253.69,554.63,228.78,855.7,767.48,185.03,290.44,3215.6036,5723.0001,8778.9105,4979.9363,7757.0802,1528.738,15078.53,368.15,201.826
2003-02-28,165.88,367.0302,492.08,1129.13,282.0762,1157.96,1356.52,1324.76,1398.77,1287.62,561.47,236.1,841.15,752.86,181.51,281.29,3224.9289,5717.4488,8710.2594,5014.5469,7905.2404,1553.504,14741.4,349.95,208.617
2003-03-31,166.07,367.6674,489.9896,1128.26,281.8338,1158.06,1357.1,1324.78,1398.24,1295.4,577.62,239.93,848.18,748.63,180.2,272.27,3227.3153,5771.8217,8704.5977,5050.2504,7728.8745,1585.621,14938.81,337.45,192.877
2003-04-30,166.22,368.3872,492.2722,1137.57,283.3655,1162.9,1384.19,1352.68,1423.1,1325.55,611.89,253.6,916.92,813.3,195.75,295.17,3264.2681,5953.7495,8916.2935,5120.1964,7823.7078,1661.259,16420.3,338.55,191.676
2003-05-30,166.39,369.7656,506.5761,1158.78,288.2537,1163.86,1429.05,1402.22,1462.81,1364.03,618.21,264.11,963.59,857.65,206.54,315.44,3331.6752,6200.592,9279.9892,5170.3231,8266.9208,1762.951,18754.25,364.45,202.881
2003-06-30,166.59,370.2975,503.3869,1156.48,287.3253,1165.76,1425.78,1397.63,1461.55,1359.99,635.99,264.1,974.5,871.07,210.08,332.68,3354.5971,6352.8785,9420.9522,5195.089,8310.8182,1808.806,19865.89,346.4,197.865
2003-07-31,166.71,368.2788,481.344,1117.6,281.3986,1143.92,1363.85,1330.17,1407.12,1300.8,629,254.75,990.31,887.78,214.46,352.62,3361.0044,6445.6305,9648.374,5197.0631,8371.1547,1903.503,21584.42,354.35,199.055
2003-08-29,166.84,368.4951,484.1679,1125.02,281.2684,1152.06,1375.19,1343.94,1417.17,1304.08,636.23,260.95,1008.01,905.32,219.1,375.52,3389.2369,6571.1914,9878.1018,5216.4481,8526.5234,1911.694,22633.88,375.55,206.916
2003-09-30,167,371.9081,498.7213,1154.8,286.2255,1171.69,1424.43,1394.83,1463.85,1352.33,653.62,270.1,995.97,909.64,220.15,377.63,3428.4164,6654.5799,9955.4473,5261.1531,8719.0523,1971.868,23513.82,385.35,207.089
2003-10-31,167.13,370.4734,491.1867,1144.03,283.529,1167.63,1409.45,1378.63,1449.15,1344.69,666.82,271.42,1050.71,962.71,233.24,409.11,3479.8427,6821.6764,10265.7586,5316.7635,8869.8047,2014.348,25616.17,384.25,216.979
2003-11-28,167.27,370.2996,491.8967,1146.77,283.9315,1170.07,1416.61,1387.65,1452.65,1353.25,676.93,274.76,1058.2,976.02,236.42,413.33,3502.2181,6932.8015,10382.2749,5342.4435,8886.9234,2105.337,26730.3,398.15,216.296
2003-12-31,167.39,372.4451,496.2585,1158.44,286.6433,1182.64,1432.74,1406.29,1466.21,1362.53,692.26,282.83,1111.92,1036.32,251.13,442.78,3554.8914,7079.7075,10582.4452,5408.3158,9187.4792,2177.529,27466.91,415.45,232.249
2004-01-30,167.53,373.1798,500.4421,1167.76,288.3134,1190.05,1447.76,1421.43,1480.41,1378.66,705.47,284.28,1131.13,1052.29,255.2,457.19,3609.5657,7277.8685,10788.8029,5473.8105,9246.8303,2271.209,29619.57,402.45,236.46
2004-02-27,167.65,374.98,506.5683,1180.4,291.2117,1200.08,1465.79,1438.64,1498.67,1399.43,703.7,285.27,1144.94,1068.65,259.51,477.73,3648.946,7365.3485,10908.5586,5503.9165,9431.6744,2321.024,29776.86,396.15,251.802
2004-03-31,167.78,376.1422,511.3802,1189.24,292.6739,1205.34,1479.63,1452.27,1513.2,1411.02,708.48,292.39,1126.21,1059.16,257.43,482.06,3665.1474,7369.6204,10947.7203,5527.7484,9537.5921,2450.944,29560.43,426.45,259.577
2004-04-30,167.91,372.4209,494.9585,1158.3,288.1824,1183.88,1433.11,1406.13,1467.36,1363.01,703.66,276.51,1107.31,1035.66,250.93,441.3,3639.1615,7328.2032,10720.2267,5499.778,9266.7245,2076.832,28602.81,386.75,254.973
2004-05-31,168.03,372.0863,493.347,1153.66,287.3902,1181.29,1422.74,1396.35,1456.1,1353.2,691.74,272.41,1120.68,1042.63,252.28,431.26,3607.2096,7305.3392,10699.7511,5480.8038,9202.3208,2223.499,28412.39,395.55,259.296
2004-06-30,168.14,372.0697,495.426,1160.18,287.9019,1191.74,1429.02,1402.73,1462.07,1359.64,701.66,276.41,1140.84,1062.51,256.89,432.2,3620.1956,7433.767,10813.7034,5489.6279,9192.1982,2290.042,28960.06,394.25,248.545
2004-07-30,168.33,373.3936,499.9567,1171.68,289.8834,1202.42,1446.8,1420.44,1479.1,1379.74,711.2,284.62,1101.72,1026.99,248.45,423.14,3599.7415,7364.5586,10610.1895,5525.4202,9161.9559,2291.007,26841.35,391.05,252.936
2004-08-31,168.54,375.9945,510.2789,1194.03,294.5143,1220.96,1481.2,1455.4,1512.39,1412.96,725.15,296.37,1104.24,1029.63,249.51,439.75,3599.4175,7400.7186,10571.2501,5571.005,9140.6085,2471.59,26432.69,409.85,248.326
2004-09-30,168.73,375.6785,511.623,1197.27,295.7661,1222.82,1490.32,1465.95,1518.69,1424.3,735.68,301.3,1114.58,1047.86,254.37,464.15,3629.0767,7501.7384,10781.3009,5590.8377,9216.9326,2476.383,27489.68,418.25,265.328
2004-10-29,168.94,376.8507,515.6616,1207.31,297.948,1232.67,1504.87,1481.32,1531.22,1441.22,748.97,306.15,1130.2,1072.7,260.38,474.27,3657.3109,7613.4393,10832.512,5608.2252,9294.1705,2588.963,27862.63,428.55,269.818
2004-11-30,169.16,374.9711,508.7315,1197.68,298.567,1229.6,1489.56,1466.74,1515.66,1423.39,758,308.29,1173.82,1127.34,274.17,517.95,3753.8273,7920.4893,11197.5677,5668.065,9554.872,2709.024,30238.55,450.95,266.586
2004-12-31,169.47,375.746,513.7882,1208.7,300.6734,1238.26,1509.94,1489.64,1531.88,1444.69,769.3,316.01,1211.92,1169.34,284.52,542.17,3810.3224,8142.1838,11394.7569,5710.3488,9612.7745,2839.705,32185.26,438.45,253.495
2005-01-31,169.77,375.5943,517.5332,1216.29,302.949,1244.85,1521.97,1502.1,1541.96,1461.86,768.3,317.99,1181.27,1142.35,278.3,542.28,3810.9702,8130.1334,11328.4394,5727.5369,9557.4049,2615.034,30845.39,422.6,256.14
2005-02-28,170.04,374.7371,513.3061,1209.11,301.6801,1239.08,1512.9,1492.88,1533.35,1452.32,779.6,320.11,1203.6,1176.7,287.49,588.68,3865.0479,8242.7357,11569.5086,5772.3835,9730.0117,2673.206,30871.07,435.65,274.235
2005-03-31,170.44,374.7284,511.6158,1202.9,302.1499,1236.78,1492.85,1466.74,1520.96,1437.12,756.93,311.96,1180.59,1151.18,280.51,548.69,3845.1042,8226.4151,11447.6816,5752.1802,9671.5343,2624.253,29531.24,428.35,284.012
2005-04-29,170.84,376.8579,520.5574,1219.18,305.9009,1250.47,1512.21,1481.65,1544.85,1462.3,749.55,316.88,1156.85,1123.64,273.7,531.99,3786.9278,8086.0725,11192.1694,5703.6318,9568.9193,2747.031,27704.54,434.39,267.441
2005-05-31,171.28,378.2726,527.0034,1232.37,308.8826,1260.32,1533,1503.87,1562.64,1486.68,762.86,326.36,1191.5,1140.68,278.07,548.15,3795.1454,8183.1054,11365.8719,5697.7,9601.9321,2845.254,28943.07,417.25,265.365
2005-06-30,171.65,379.0069,530.2549,1239.09,311.5135,1264.89,1545.57,1517.65,1573.28,1500.66,777.83,332.16,1191.33,1148.81,280.44,565.17,3844.6341,8291.5315,11588.6429,5752.341,9703.2325,2978.97,30178.94,435.5,269.832
2005-07-29,172.05,377.9257,523.0372,1227.82,309.8037,1258.55,1530.31,1503.66,1557.36,1482.09,791.43,331.34,1234.18,1188.16,290.57,602.56,3913.9529,8486.4654,11930.392,5829.4223,9775.1334,3174.61,32497.7,429.8,281.929
2005-08-31,172.54,380.2759,531.4575,1243.55,312.8909,1269.7,1553.73,1526.59,1580.2,1509.45,792.94,337.77,1220.33,1194.81,292.2,606.23,3947.0649,8561.7404,12018.7962,5869.7036,9846.0031,3039.82,32153.12,435.2,303.209
2005-09-30,173.05,379.3249,524.3898,1230.74,311.4003,1263.02,1528.65,1498.33,1560.84,1478.7,785.03,343.48,1228.81,1224.31,300.6,661.32,4007.2971,8647.1865,12289.5797,5938.6727,10053.5569,3036.754,32374.73,469.3,317.316
2005-10-31,173.51,379.2645,520.256,1221,309.4429,1254.22,1511,1478.08,1547.23,1458.85,779.55,338.4,1207.01,1193.88,292.32,617.41,3946.7869,8491.7101,12059.3959,5917.5904,9989.8173,2953.73,31205.56,465.19,297.376
2005-11-30,174.07,380.484,522.854,1226.4,310.9145,1258.3,1519.88,1486.13,1556.65,1469.41,783.62,343.57,1249.48,1231.41,302.43,667.99,4013.9613,8601.2532,12316.864,5966.3513,10135.8685,3081.87,32319.06,493.08,298.144
2005-12-30,174.64,381.9329,528.1529,1238.06,313.5422,1270.61,1535.25,1501.3,1571.23,1488.36,790.35,349.92,1248.29,1257.78,309.63,706.48,4094.5616,8736.0348,12602.1226,6054.355,10265.1008,3075.06,32576.23,517,307.65
2006-01-31,175.19,382.5559,526.5533,1238.13,313.2902,1274.7,1532.02,1496.92,1569.83,1483.33,802.96,354.11,1280.09,1313.21,324.66,783.77,4210.6834,9026.2459,13100.1584,6187.4903,10511.5658,3290.12,35481.99,568.9,313.34
2006-02-28,175.74,382.8774,527.4426,1242.24,314.1947,1280.64,1538.94,1505.25,1574.71,1491.38,808.32,361.98,1280.66,1309.45,323.74,782.11,4225.2944,9113.3492,13102.7785,6226.0383,10461.9513,3337.77,35546.7,561.55,293.724
2006-03-31,176.42,383.3597,521.8174,1230.05,311.4466,1269.78,1517.25,1480.05,1558.53,1465.37,813.16,355.11,1294.83,1335.07,329.79,787.8,4295.4766,9338.9957,13436.3752,6309.0937,10581.9498,3504.61,37102.12,583.65,300.257
2006-04-28,177.07,384.5419,519.654,1227.82,310.3418,1269.85,1511.94,1474.15,1554.84,1456.43,818.17,354.81,1310.61,1373.38,340.19,841.58,4369.2299,9491.1279,13672.8554,6379.4401,10874.4349,3394.99,37097.83,654.42,320.614
2006-05-31,177.78,385.1321,519.9282,1226.51,311.3302,1267.44,1509.39,1470.72,1554.18,1450.32,818.06,347.54,1270.09,1322.25,325.74,751,4283.3309,9439.686,13355.235,6392.4541,10726.1076,3303.2,35020.75,645.2,323.681
2006-06-30,178.46,385.7695,521.5183,1229.11,311.2952,1269.89,1511.29,1473.41,1554.79,1453.66,815.19,347.52,1270.2,1319.93,325.11,747.54,4256.5172,9428.736,13283.7845,6427.7405,10674.1933,3468.22,34721.85,615.85,318.652
2006-07-31,179.22,388.6506,527.9712,1245.73,314.9611,1288.08,1533.37,1494.74,1577.62,1475.4,823.17,358.89,1276.66,1327.23,327.04,755.84,4247.1103,9387.5324,13211.7864,6454.6084,10646.4404,3573.46,33365.4,636.75,328.881
2006-08-31,180.01,391.4053,535.7286,1264.8,319.6735,1306.8,1561.94,1523.74,1604.82,1506.46,836.52,368.23,1303.82,1358.87,334.81,773.12,4281.6393,9486.5709,13347.8678,6500.5007,10671.1401,3693.51,34081.23,627.3,317.029
2006-09-29,180.81,393.4019,540.679,1275.91,321.9735,1315.94,1579.83,1542.1,1621.25,1527.53,848.38,370.29,1335.85,1373.37,338.28,778.16,4284.8505,9508.6746,13368.9574,6524.5525,10590.0394,3766.99,34141.05,598.3,297.94
2006-10-31,181.5,394.9464,543.4569,1284.35,323.6987,1325.48,1592.61,1554.81,1633.98,1540.38,859.92,377.16,1377.94,1422.93,350.75,814.44,4354.4794,9730.1316,13618.0211,6604.6088,10710.4482,4000.04,35950.98,606.6,312.073
2006-11-30,182.27,396.898,549.1095,1299.25,326.4998,1340.68,1615.96,1578.36,1656.35,1566.02,874.37,381.94,1400.63,1455.17,360.04,874.08,4432.1197,9911.9878,13890.3815,6695.2901,10962.8935,4174.5,36848.86,648,329.14
2006-12-29,183.06,397.0348,544.6354,1291.71,324.9404,1336.99,1601.26,1560.96,1645.9,1547.02,883.97,384.48,1418.3,1483.58,367.78,912.65,4511.2774,10075.5356,14077.346,6803.1512,11102.1222,4121.18,37424.56,636.7,314.023
2007-01-31,183.81,397.8132,543.7159,1291.18,324.8106,1337.85,1601.38,1561.74,1645.32,1546.9,893.84,383.31,1438.24,1500.23,371.2,901.48,4569.6635,10234.1593,14240.2843,6896.1415,11143.4002,4445.83,38098.41,653.2,314.684
2007-02-28,184.52,401.0562,552.7491,1311.09,328.888,1354.35,1634.36,1598,1673.37,1583.73,906.34,389.89,1406.82,1490.44,368.78,895.54,4607.122,10338.9461,14329.5723,6948.2947,11168.2905,4317.28,37946.18,669.35,325.281
2007-03-30,185.34,402.4488,552.345,1311.13,328.7614,1357.92,1624.99,1587.33,1665.99,1572.62,907.3,393.69,1420.86,1514.18,375.3,929.03,4660.3311,10479.3345,14474.1328,7000.6482,11158.2741,4208.77,38021.24,663.79,328.452
2007-04-30,186.15,403.9409,555.2722,1318.2,329.7818,1364.62,1636.91,1600.28,1676.12,1586.48,919.09,397.1,1482.37,1577.86,391.14,969.93,4738.4418,10687.5715,14743.0506,7099.9912,11339.8551,4215.22,38750.75,678.45,332.246
2007-05-31,186.97,403.6158,550.3814,1308.2,327.5593,1356.78,1620.55,1583.13,1661.08,1569.23,925.96,395.57,1530.62,1616.87,401.52,1014.78,4840.1541,10920.0189,15072.9305,7205.5923,11545.1897,4220.53,39542.72,660.5,332.676
2007-06-29,187.71,405.3631,550.0985,1304.34,326.3423,1351.08,1612.62,1574.88,1653.68,1561,909.33,388.1,1503.35,1602.36,399.79,1059.69,4865.6068,10920.4062,15206.7882,7246.0995,11719.1182,3839.06,39268.11,649.65,328.029
2007-07-31,188.44,408.8516,559.1521,1315.22,329.6444,1360.23,1616.35,1580.21,1653.68,1572.01,877.13,384.6,1455.28,1565.81,393.34,1112.77,4874.9139,10824.0555,15232.2341,7204.044,11812.0599,3501.7,36943.42,664.3,334.836
2007-08-31,189.51,413.058,567.9403,1331.34,333.4186,1376.24,1629.43,1600.3,1658.63,1583.9,889.09,389.26,1473.99,1561.59,391.49,1086.98,4768.4736,10640.2219,14978.2498,7154.4702,11562.7134,3692.41,36579.55,673.39,322.678
2007-09-28,190.23,415.9732,571.0062,1341.44,334.8964,1386.81,1641.98,1611.76,1675.23,1584.61,912.36,398.1,1526.75,1633.58,411.92,1204.9,4858.0734,10804.9176,15454.0136,7251.0687,11936.1005,3850.88,37386.73,743.6,348.507
2007-10-31,190.83,417.6772,575.676,1353.49,337.7143,1400.82,1661.7,1635.96,1687.62,1612.64,917.83,407.59,1549.38,1682.35,427.63,1337.45,5007.0033,11049.0004,15931.9818,7403.3596,12324.9346,3882.25,37864.17,796.6,360.125
2007-11-30,191.72,424.7456,593.1855,1377.83,341.5072,1425.24,1671.65,1650.86,1690.8,1626.84,897.92,406.08,1481.14,1610.94,408.1,1242.06,4933.522,10770.1811,15471.509,7363.9743,12214.9478,3545.57,34473.6,783.75,348.831
2007-12-31,192.23,425.7359,593.6626,1381.7,342.2525,1429.28,1674.29,1654.84,1692.36,1627.54,900.54,408.61,1468.36,1588.8,403.25,1245.59,4949.9897,10741.2993,15553.2195,7411.3723,12335.221,3386.3,34234.92,833.92,364.99
2008-01-31,193.21,433.1967,608.7879,1404.91,347.9026,1455.66,1691.33,1666.91,1713.52,1649.78,888.52,412.06,1378.55,1466.35,369.93,1088.72,4809.6954,10469.7311,14857.3829,7315.6227,12468.7682,3371.76,31663.8,925.99,380.406
2008-02-29,193.54,437.4545,615.6086,1406.86,348.915,1455.9,1693.21,1668.13,1715.72,1653.37,876.4,411.37,1330.63,1455.56,370.41,1167.66,4869.3687,10512.4257,15051.8652,7308.8746,12994.8563,3242.42,30736.26,974.16,427.135
2008-03-31,194.02,438.6967,619.9515,1411.66,348.7035,1464.08,1671.7,1654.78,1683.38,1640.02,873.38,411.2,1322.7,1437.4,363.99,1104.58,4743.0768,10363.8448,14623.9847,7163.2137,12836.1668,3366.68,29947.59,916.88,400.046
2008-04-30,194.24,434.9093,609.2787,1408.71,346.8099,1465.48,1686.99,1667.51,1705.21,1639.71,911.02,415.36,1385.59,1508.99,383.3,1191.53,4789.2618,10467.489,14981.5915,7262.4671,12831.9549,3574.89,30370.06,877.55,414.302
2008-05-30,194.31,433.341,601.9161,1398.38,343.6195,1457.71,1670.89,1651.68,1688.97,1623.52,914.31,415.87,1400.38,1525.73,387.75,1210.04,4877.6825,10626.431,15338.4403,7354.8156,12986.5229,3605.5,31525.69,886.5,425.629
2008-06-30,194.65,434.6864,606.8854,1397.25,342.5287,1456.88,1660.2,1649.8,1664.46,1631.11,888.75,407.86,1280,1402.13,355.4,1087.12,4838.2643,10456.5177,14964.2339,7308.6256,13141.3627,3198.01,29200.6,925.4,464.357
2008-07-31,195.06,436.4521,609.44,1396.11,345.0679,1454.85,1647.79,1645.44,1641.13,1627.56,876.91,412.4,1267.38,1366.7,345.75,1041.86,4711.8746,10306.819,14538.5692,7249.0531,12796.5668,3288.95,29676.51,914.07,409.311
2008-08-29,195.37,438.4075,617.0183,1409.36,348.5007,1473.05,1659.64,1660.82,1646.64,1648.62,879.98,415.73,1282.83,1344.87,337.61,956.25,4646.39,10254.8139,14222.4488,7238.6136,12645.7308,3350.69,30200.19,831.15,379.496
2008-09-30,195.93,442.1191,621.1496,1390.43,345.345,1484.13,1530.7,1596.81,1434.9,1569.22,809.78,387.28,1166.36,1182.44,294.79,786.92,4343.0015,9638.8738,13064.6875,6811.6742,12492.1569,3333.52,27099.18,870.95,335.748
2008-10-31,196.42,446.0116,620.2362,1357.61,343.0783,1465.48,1432.06,1452.56,1403.92,1407.38,680.97,329.61,968.75,957.25,236.11,570.52,4094.598,8849.3584,11828.9835,6264.6168,12695.9929,2315.47,21431.33,724.55,264.29
2008-11-28,196.72,451.345,653.771,1401.8,352.3845,1523.05,1490.33,1511.38,1457.02,1481.3,617.55,337.78,896.24,892.93,220.05,526.97,3986.4061,8525.7688,11382.8337,6089.0546,12789.0349,1814.81,18482.44,818.05,245.9
2008-12-31,196.92,453.7885,676.1225,1454.1,361.3454,1548.48,1591.62,1622,1550.7,1567.7,665,364.02,903.25,920.23,227.68,567.04,3917.8765,8397.9809,11407.8082,6074.6893,12931.3459,2104.93,18836.88,882.05,234.874
2009-01-30,196.88,452.2037,655.4879,1441.27,358.2395,1551.41,1598.84,1645.22,1529.31,1608.05,704.86,367.12,825.88,838.83,208.02,529.53,3961.5066,8429.0175,11307.2865,6199.5061,12918.4821,1759.48,17497.28,927.85,222.249
2009-02-27,196.88,451.6138,651.9567,1435.83,358.1948,1560.35,1567.38,1629.11,1465.38,1623.09,682.99,362.74,735.09,750.86,187.17,499.3,3953.1615,8310.0014,11058.0779,6231.6411,12902.6587,1414.86,15330.1,942.35,212.396
2009-03-31,197,454.1185,666.4337,1455.79,361.3271,1582.47,1560.91,1643.06,1429.49,1625.39,704.77,376.3,797.87,805.22,202.04,569.97,3954.5388,8416.0973,11378.7588,6293.6898,12823.365,1476.26,16942.05,919.14,220.049
2009-04-30,197.12,453.3607,653.9668,1462.75,362.8407,1586.97,1615.1,1695.84,1492.86,1656.22,790.08,396.57,872.81,893.02,225.24,662.73,3986.1051,8684.589,11998.2508,6488.7761,12811.9286,1890.61,19934.89,888.2,221.662
2009-05-29,197.16,454.154,647.55,1473.36,363.4259,1591.61,1678.15,1730.87,1599.63,1704.81,843.24,411.58,919.14,970,246.69,773.12,4100.2438,9096.4962,12763.0724,6743.9737,13264.8617,1929.39,22084.81,979.15,250.488
2009-06-30,197.19,453.5393,646.2314,1481.74,366.7583,1593.6,1723.99,1776.62,1639.14,1771.81,867.39,417.01,919.32,964.05,244.9,761.3,4119.0947,9235.4708,12786.3201,6848.2381,13109.794,1879,23248.64,926.6,245.722
2009-07-31,197.27,454.1114,648.7013,1505.64,371.6417,1606.64,1798.42,1855.29,1706.95,1848.92,920.18,429.88,987.48,1044.75,266.14,844.02,4179.7861,9493.704,13195.8732,7051.5794,13174.2864,2072.83,25358.06,954,253.663
2009-08-31,197.34,456.011,654.7238,1521.23,375.4544,1617.37,1831.4,1880.26,1750.44,1884.5,937.34,438.05,1020.63,1085.6,275.1,839.46,4227.6778,9712.0859,13376.2959,7175.1392,13223.6478,2332.22,26396.5,951.25,252.185
2009-09-30,197.41,457.0067,659.6,1537.21,378.6264,1630.37,1863.91,1906.44,1793.86,1910.94,990.72,459.59,1057.08,1126.98,287.23,914.05,4299.258,10077.4354,13806.5994,7351.0064,13449.6267,2480.34,28220.49,1007.7,256.153
2009-10-30,197.46,457.8981,659.184,1544.8,379.4246,1642.02,1877.01,1910.65,1822.59,1914.08,1008.5,460.27,1036.19,1106.17,282.59,914.26,4297.5516,10131.515,13707.6024,7443.3142,13380.2861,2362.14,25873.21,1045.4,264.5539
2009-11-30,197.5,460.6597,668.3404,1564.8,383.2469,1663.08,1903.86,1943.15,1839.67,1946.73,1018.66,465.09,1095.63,1149.01,293.67,953.13,4331.8503,10259.0841,13922.3081,7488.7524,13670.6367,2526.31,25928.55,1179.6,273.8594
2009-12-31,197.49,457.037,651.1459,1540.34,379.7301,1639.67,1889,1921.17,1840.45,1914.02,1052.08,466.58,1115.1,1168.47,299.44,989.47,4366.9079,10501.0552,14210.234,7642.3634,13492.601,2690.12,27618.94,1096.95,279.2789
2010-01-29,197.56,460.4876,661.3227,1563.87,383.6198,1661.42,1919.82,1951.2,1869.92,1953.06,1065.39,468.3,1073.87,1119.54,286.33,933.59,4361.7497,10573.7388,14029.5797,7759.4265,13229.0828,2562.66,27335.56,1080.85,258.9532
2010-02-26,197.57,461.3011,663.8024,1569.71,385.4317,1664.37,1926.64,1960.51,1873.06,1960.43,1067.25,474.93,1104.49,1133.35,289.5,935.93,4367.1901,10658.9367,14158.2232,7803.0675,13250.2135,2692.79,28661.49,1117.6,268.5674
2010-03-31,197.58,460.1991,658.3245,1567.78,386.1751,1664.92,1932.4,1958.94,1893.19,1953.69,1100.71,486.01,1169.43,1200.53,307.4,1010.33,4435.1404,10982.5809,14604.7542,7929.5212,13460.9155,2944.71,30822.32,1113.25,265.2308
2010-04-30,197.62,461.4145,665.0834,1584.1,388.327,1674.95,1967.57,1998.3,1919.21,1999.64,1126.51,489.71,1186.69,1198.56,307.35,1020.03,4473.7562,11173.788,14778.5131,8039.7221,13570.9728,3138.77,34011.08,1179.2,270.3876
2010-05-31,197.67,463.4719,676.3337,1597.43,391.3333,1693.71,1956.73,1996.65,1892.96,1996.1,1086.03,481.98,1089.41,1079.8,277.17,926.4,4370.8604,10876.1451,14180.5224,7895.8564,13356.1283,2972.37,30943.07,1216.2,251.6688
2010-06-30,197.71,465.4742,688.6997,1622.48,394.9049,1712.72,1998.43,2041.49,1927.57,2046.54,1099.55,491.65,1030.71,1041.32,268.25,917.99,4326.1689,10757.5624,13918.8408,7924.7241,13340.6435,2836.82,28503.23,1242.25,252.4697
